epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,7709.3,0.71036,0.93307,1.09395,0.9726,0.24177,0.29615,0.24417,1.22289,1.93337,1.30734,0.000429048,0.000429048,0.000429048
82,7777.54,0.68522,0.89551,1.06713,0.73515,0.3508,0.40236,0.29501,1.09625,2.22575,1.15739,0.000423049,0.000423049,0.000423049
83,7803.16,0.72239,0.9579,1.11228,0.70989,0.35294,0.37634,0.28226,1.1567,2.62513,1.17728,0.000417049,0.000417049,0.000417049
84,7828.7,0.72165,0.91786,1.12158,0.74653,0.33798,0.34685,0.25369,1.21952,2.23439,1.22732,0.00041105,0.00041105,0.00041105
85,7854.21,0.69812,0.89955,1.09648,0.6548,0.35367,0.31661,0.25954,1.13111,2.26231,1.2148,0.00040505,0.00040505,0.00040505
86,7879.7,0.73884,0.93259,1.08533,0.97406,0.229,0.29085,0.23627,1.08789,2.03348,1.15,0.000399051,0.000399051,0.000399051
87,7906.75,0.68237,0.83344,1.05572,0.95543,0.24182,0.3301,0.24399,1.16565,2.16429,1.26691,0.000393052,0.000393052,0.000393052
88,7934.98,0.62339,0.77318,0.99504,0.78057,0.24742,0.28316,0.22408,1.20412,2.30686,1.1594,0.000387052,0.000387052,0.000387052
89,7961.77,0.71217,0.84466,1.07935,0.6092,0.23261,0.27037,0.21704,1.25351,2.27241,1.23202,0.000381053,0.000381053,0.000381053
90,7987.69,0.67628,0.90416,1.07026,0.71176,0.33798,0.35132,0.26701,1.15286,2.37235,1.29379,0.000375053,0.000375053,0.000375053
91,8013.5,0.72589,0.89609,1.11184,0.42659,0.25661,0.27885,0.23666,1.26269,2.51939,1.32464,0.000369054,0.000369054,0.000369054
92,8039.27,0.69922,0.87797,1.11703,0.61291,0.25752,0.26786,0.22819,1.27091,2.28991,1.42981,0.000363055,0.000363055,0.000363055
93,8064.84,0.69709,0.8464,1.09904,0.78498,0.26833,0.31237,0.24847,1.16372,2.17128,1.26181,0.000357055,0.000357055,0.000357055
94,8090.54,0.66125,0.79104,1.04762,0.62759,0.35654,0.30729,0.23281,1.22696,2.21482,1.17018,0.000351056,0.000351056,0.000351056
95,8116.24,0.61599,0.81977,1.01888,0.7855,0.26459,0.28076,0.23165,1.26325,2.30509,1.31338,0.000345056,0.000345056,0.000345056
96,8143.11,0.65954,0.7974,1.06209,0.94423,0.26772,0.27711,0.22778,1.18282,2.52693,1.18204,0.000339057,0.000339057,0.000339057
97,8171.07,0.59845,0.69499,1.01917,0.77857,0.26746,0.271,0.23342,1.13982,2.79896,1.17805,0.000333058,0.000333058,0.000333058
98,8197.84,0.60369,0.76775,1.04254,0.77667,0.27034,0.27605,0.23657,1.26588,2.32453,1.37892,0.000327058,0.000327058,0.000327058
99,8229.5,0.65545,0.86055,1.05286,0.47913,0.36605,0.35624,0.26454,1.249,2.35875,1.34099,0.000321059,0.000321059,0.000321059
100,8278.44,0.68233,0.82511,1.04623,0.54679,0.34398,0.34277,0.24331,1.1354,2.85538,1.15935,0.000315059,0.000315059,0.000315059
101,8366.98,0.61945,0.75611,1.06855,0.80565,0.25464,0.30408,0.24483,1.15076,2.75988,1.2156,0.00030906,0.00030906,0.00030906
102,8463.6,0.69714,0.80348,1.05893,0.9681,0.22715,0.28263,0.23053,1.21086,2.51732,1.30576,0.000303061,0.000303061,0.000303061
103,8554.61,0.66527,0.88948,1.06605,0.79684,0.25464,0.30622,0.24558,1.18878,2.6017,1.32308,0.000297061,0.000297061,0.000297061
104,8647.19,0.64261,0.75365,1.03936,0.38488,0.5173,0.38762,0.27041,1.08935,2.49285,1.1808,0.000291062,0.000291062,0.000291062
105,8743.79,0.60279,0.81192,1.02381,0.69022,0.34004,0.39443,0.26256,1.17226,2.40661,1.30466,0.000285062,0.000285062,0.000285062
106,8839.93,0.66879,0.83772,1.04923,0.78209,0.25897,0.27891,0.23308,1.24403,2.36626,1.3434,0.000279063,0.000279063,0.000279063
107,8942.75,0.6017,0.69347,0.99876,0.9725,0.24182,0.28312,0.23197,1.09452,2.45303,1.16253,0.000273064,0.000273064,0.000273064
108,9043.27,0.67775,0.7979,1.0697,0.48854,0.35367,0.30732,0.24503,1.06489,2.48298,1.12433,0.000267064,0.000267064,0.000267064
109,9141.78,0.67382,0.7877,1.04191,0.52207,0.3419,0.33213,0.24922,1.09426,2.41285,1.14097,0.000261065,0.000261065,0.000261065
110,9241.15,0.60475,0.71036,1.03664,0.69622,0.35159,0.31462,0.24627,1.09123,2.30819,1.14183,0.000255065,0.000255065,0.000255065
111,9329.2,0.62443,0.70656,1.03237,0.46821,0.35942,0.32082,0.24179,1.05401,2.39478,1.15653,0.000249066,0.000249066,0.000249066
